genre_id,anime_id,genre_name
182,157,Comedy
182,158,Comedy
182,160,Comedy
182,161,Comedy
182,164,Comedy
182,165,Comedy
182,166,Comedy
182,167,Comedy
182,168,Comedy
182,169,Comedy
182,170,Comedy
182,171,Comedy
182,177,Comedy
182,181,Comedy
182,184,Comedy
182,186,Comedy
182,187,Comedy
182,190,Comedy
182,192,Comedy
182,194,Comedy
182,196,Comedy
182,197,Comedy
182,198,Comedy
182,210,Comedy
182,211,Comedy
182,217,Comedy
182,219,Comedy
182,220,Comedy
182,221,Comedy
182,225,Comedy
182,226,Comedy
182,228,Comedy
182,229,Comedy
182,231,Comedy
182,242,Comedy
182,245,Comedy
182,246,Comedy
182,247,Comedy
182,257,Comedy
182,260,Comedy
182,261,Comedy
182,265,Comedy
182,268,Comedy
182,271,Comedy
182,272,Comedy
182,273,Comedy
182,274,Comedy
182,277,Comedy
182,280,Comedy
182,283,Comedy
182,289,Comedy
182,291,Comedy
182,293,Comedy
182,295,Comedy
182,300,Comedy
182,302,Comedy
182,310,Comedy
182,311,Comedy
182,322,Comedy
182,323,Comedy
182,330,Comedy
182,331,Comedy
182,334,Comedy
182,335,Comedy
182,336,Comedy
182,339,Comedy
182,343,Comedy
182,344,Comedy
182,347,Comedy
182,349,Comedy
182,351,Comedy
182,354,Comedy
182,357,Comedy
182,358,Comedy
182,361,Comedy
182,362,Comedy
182,363,Comedy
182,367,Comedy
182,372,Comedy
182,379,Comedy
182,382,Comedy
182,387,Comedy
182,388,Comedy
182,395,Comedy
182,402,Comedy
182,403,Comedy
182,404,Comedy
182,407,Comedy
182,409,Comedy
182,410,Comedy
182,412,Comedy
182,415,Comedy
182,417,Comedy
182,419,Comedy
182,422,Comedy
182,425,Comedy
182,426,Comedy
182,437,Comedy
182,438,Comedy
182,439,Comedy
182,445,Comedy
187,141,Drama
187,142,Drama
187,149,Drama
187,150,Drama
187,153,Drama
187,159,Drama
187,162,Drama
187,176,Drama
187,177,Drama
187,179,Drama
187,188,Drama
187,189,Drama
187,192,Drama
187,194,Drama
187,195,Drama
187,198,Drama
187,202,Drama
187,215,Drama
187,216,Drama
187,222,Drama
187,227,Drama
187,233,Drama
187,237,Drama
187,241,Drama
187,248,Drama
187,252,Drama
187,253,Drama
187,258,Drama
187,266,Drama
187,275,Drama
187,276,Drama
187,286,Drama
187,287,Drama
187,288,Drama
187,290,Drama
187,301,Drama
187,302,Drama
187,303,Drama
187,306,Drama
187,307,Drama
187,308,Drama
187,317,Drama
187,318,Drama
187,345,Drama
187,346,Drama
187,359,Drama
187,361,Drama
187,364,Drama
187,380,Drama
187,383,Drama
187,392,Drama
187,405,Drama
187,415,Drama
187,418,Drama
187,423,Drama
187,430,Drama
187,432,Drama
187,435,Drama
187,446,Drama
185,137,Ecchi
185,142,Ecchi
185,148,Ecchi
185,154,Ecchi
185,160,Ecchi
185,170,Ecchi
185,187,Ecchi
185,192,Ecchi
185,196,Ecchi
185,197,Ecchi
185,211,Ecchi
185,242,Ecchi
185,257,Ecchi
185,270,Ecchi
185,273,Ecchi
185,291,Ecchi
185,293,Ecchi
185,410,Ecchi
185,422,Ecchi
185,445,Ecchi
197,177,Erotica
197,233,Erotica
197,241,Erotica
192,150,Fantasy
192,157,Fantasy
192,164,Fantasy
192,165,Fantasy
192,167,Fantasy
192,170,Fantasy
192,189,Fantasy
192,190,Fantasy
192,193,Fantasy
192,197,Fantasy
192,200,Fantasy
192,201,Fantasy
192,215,Fantasy
192,224,Fantasy
192,239,Fantasy
192,247,Fantasy
192,249,Fantasy
192,250,Fantasy
192,251,Fantasy
192,265,Fantasy
192,285,Fantasy
192,290,Fantasy
192,296,Fantasy
192,301,Fantasy
192,317,Fantasy
192,335,Fantasy
192,341,Fantasy
192,345,Fantasy
192,346,Fantasy
192,353,Fantasy
192,362,Fantasy
192,373,Fantasy
192,375,Fantasy
192,391,Fantasy
192,397,Fantasy
192,398,Fantasy
192,405,Fantasy
192,412,Fantasy
192,414,Fantasy
192,422,Fantasy
192,439,Fantasy
192,441,Fantasy
192,442,Fantasy
192,445,Fantasy
192,446,Fantasy
193,158,"Girls Love"
193,179,"Girls Love"
193,266,"Girls Love"
193,342,"Girls Love"
193,350,"Girls Love"
193,426,"Girls Love"
202,415,Gourmet
186,138,Hentai
186,156,Hentai
186,158,Hentai
186,163,Hentai
186,173,Hentai
186,191,Hentai
186,205,Hentai
186,212,Hentai
186,223,Hentai
186,232,Hentai
186,235,Hentai
186,236,Hentai
186,244,Hentai
186,255,Hentai
186,282,Hentai
186,289,Hentai
186,314,Hentai
186,320,Hentai
186,324,Hentai
186,337,Hentai
186,338,Hentai
186,350,Hentai
186,352,Hentai
186,355,Hentai
186,356,Hentai
186,364,Hentai
186,368,Hentai
186,370,Hentai
186,377,Hentai
186,399,Hentai
186,411,Hentai
186,413,Hentai
186,416,Hentai
186,427,Hentai
186,436,Hentai
199,308,Horror
199,321,Horror
199,348,Horror
199,391,Horror
199,431,Horror
199,435,Horror
199,443,Horror
199,444,Horror
195,176,Mystery
195,189,Mystery
195,192,Mystery
195,203,Mystery
195,210,Mystery
195,221,Mystery
195,225,Mystery
195,226,Mystery
195,229,Mystery
195,303,Mystery
195,308,Mystery
195,321,Mystery
195,365,Mystery
195,371,Mystery
195,406,Mystery
195,443,Mystery
189,142,Romance
189,144,Romance
189,147,Romance
189,151,Romance
189,162,Romance
189,171,Romance
189,178,Romance
189,195,Romance
189,196,Romance
189,199,Romance
189,201,Romance
189,219,Romance
189,222,Romance
189,230,Romance
189,234,Romance
189,248,Romance
189,249,Romance
189,252,Romance
189,272,Romance
189,287,Romance
189,288,Romance
189,289,Romance
189,300,Romance
189,302,Romance
189,307,Romance
189,314,Romance
189,317,Romance
189,326,Romance
189,345,Romance
189,361,Romance
189,378,Romance
189,383,Romance
189,392,Romance
189,401,Romance
189,405,Romance
189,406,Romance
189,414,Romance
189,422,Romance
189,423,Romance
189,447,Romance
188,141,Sci-Fi
188,142,Sci-Fi
188,143,Sci-Fi
188,145,Sci-Fi
188,146,Sci-Fi
188,149,Sci-Fi
188,154,Sci-Fi
188,157,Sci-Fi
188,159,Sci-Fi
188,166,Sci-Fi
188,172,Sci-Fi
188,174,Sci-Fi
188,175,Sci-Fi
188,178,Sci-Fi
188,186,Sci-Fi
188,188,Sci-Fi
188,192,Sci-Fi
188,194,Sci-Fi
188,198,Sci-Fi
188,201,Sci-Fi
188,203,Sci-Fi
188,204,Sci-Fi
188,208,Sci-Fi
188,216,Sci-Fi
188,217,Sci-Fi
188,224,Sci-Fi
188,233,Sci-Fi
188,234,Sci-Fi
188,241,Sci-Fi
188,243,Sci-Fi
188,246,Sci-Fi
188,253,Sci-Fi
188,254,Sci-Fi
188,256,Sci-Fi
188,258,Sci-Fi
188,259,Sci-Fi
188,264,Sci-Fi
188,267,Sci-Fi
188,278,Sci-Fi
188,279,Sci-Fi
188,280,Sci-Fi
188,286,Sci-Fi
188,287,Sci-Fi
188,288,Sci-Fi
188,291,Sci-Fi
188,292,Sci-Fi
188,308,Sci-Fi
188,310,Sci-Fi
188,327,Sci-Fi
188,330,Sci-Fi
188,332,Sci-Fi
188,340,Sci-Fi
188,342,Sci-Fi
188,343,Sci-Fi
188,345,Sci-Fi
188,348,Sci-Fi
188,354,Sci-Fi
188,359,Sci-Fi
188,362,Sci-Fi
188,365,Sci-Fi
188,367,Sci-Fi
188,370,Sci-Fi
188,371,Sci-Fi
188,373,Sci-Fi
188,381,Sci-Fi
188,382,Sci-Fi
188,384,Sci-Fi
188,385,Sci-Fi
188,386,Sci-Fi
188,388,Sci-Fi
188,393,Sci-Fi
188,406,Sci-Fi
188,417,Sci-Fi
188,418,Sci-Fi
188,419,Sci-Fi
188,424,Sci-Fi
188,429,Sci-Fi
188,430,Sci-Fi
188,432,Sci-Fi
188,433,Sci-Fi
188,434,Sci-Fi
188,435,Sci-Fi
188,438,Sci-Fi
188,440,Sci-Fi
188,442,Sci-Fi
188,449,Sci-Fi
198,180,"Slice of Life"
198,182,"Slice of Life"
198,190,"Slice of Life"
198,230,"Slice of Life"
198,242,"Slice of Life"
198,272,"Slice of Life"
198,276,"Slice of Life"
198,283,"Slice of Life"
198,303,"Slice of Life"
198,389,"Slice of Life"
198,425,"Slice of Life"
183,135,Sports
183,161,Sports
183,174,Sports
183,237,Sports
183,284,Sports
183,329,Sports
183,334,Sports
183,343,Sports
183,378,Sports
183,408,Sports
194,162,Supernatural
194,202,Supernatural
194,225,Supernatural
194,228,Supernatural
194,249,Supernatural
194,265,Supernatural
194,276,Supernatural
194,308,Supernatural
194,309,Supernatural
194,332,Supernatural
194,348,Supernatural
194,353,Supernatural
194,363,Supernatural
194,392,Supernatural
194,444,Supernatural
200,308,Suspense
